title,company_name,location,is_remote,employment_type,experience_level,min_salary,max_salary,salary_currency,description,requirements_raw,source_url,source_platform,skills_str
Senior Frontend Engineer,Orbit Software,"Bengaluru, India",False,contract,senior,104000.0,228000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/orbitsoftware/203,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Next.js,Cypress,Vue.js,REST API"
Staff Backend Engineer,Acme Technologies,"Austin, TX",True,contract,lead,132000.0,287000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/acmetechnologies/204,linkedin,"Python,FastAPI,PostgreSQL,Docker,Git,Redis,CI/CD,Linux"
Staff Backend Engineer,OmniScale Networks,"San Francisco, CA",False,full_time,lead,132000.0,287000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/omniscalenetworks/205,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,AWS,Linux"
Lead SDET QA Automation Engineer,Synthetix Cloud,"London, UK",False,contract,lead,116000.0,240000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/synthetixcloud/206,indeed,"Python,Pytest,Selenium,Git,CI/CD,Bash,Jest"
Lead SDET QA Automation Engineer,Lyft,"Boston, MA",False,internship,lead,116000.0,240000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/lyft/207,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Cypress,REST API"
Lead SDET QA Automation Engineer,AeroDynamics Soft,"Pune, India",False,full_time,lead,116000.0,240000.0,USD,"Design, write, and execute automated regression test suites for microservices and modern web frontends.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/aerodynamicssoft/208,naukri,"Python,Pytest,Selenium,Git,CI/CD,Jest,REST API,Cypress,Docker"
AI/ML Machine Learning Engineer,CodeCraft Studio,Remote,True,internship,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/codecraftstudio/209,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,LangChain,FastAPI"
Senior Machine Learning Machine Learning Engineer,Elastic,"Austin, TX",False,internship,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/elastic/210,synthetic,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,LangChain,Docker,FastAPI"
Lead Machine Learning Machine Learning Engineer,Vanguard Digital,"Boston, MA",False,full_time,lead,170000.0,349000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/vanguarddigital/211,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Git,TensorFlow,NLP"
Staff Frontend Engineer,Snowflake,"Chicago, IL",False,full_time,lead,124000.0,271000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/snowflake/212,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,GraphQL,REST API"
Site Reliability DevOps & Cloud Engineer,Acme Technologies,"Bengaluru, India",True,full_time,senior,124000.0,266000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/acmetechnologies/213,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Ansible,Python,Git"
Junior Frontend Engineer,Twilio,"Seattle, WA",False,full_time,entry,64000.0,140000.0,USD,"Help design and implement interactive, responsive user interfaces that deliver exceptional user experiences.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/twilio/214,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Cypress,Next.js"
Full Stack Full Stack Developer,Automattic,"Los Angeles, CA",False,full_time,senior,117000.0,247000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/automattic/215,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,Django,Tailwind CSS,Redis"
Lead Full Stack Full Stack Developer,GitHub,"Austin, TX",False,contract,lead,140000.0,294000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/github/216,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,REST API,AWS,Redis,FastAPI"
Lead Data Data Engineer,Datadog,Remote,True,full_time,lead,147000.0,302000.0,USD,"Build reliable data pipelines, write SQL queries, and manage distributed data storage platforms.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/datadog/217,indeed,"Python,SQL,PostgreSQL,Kafka,Docker,Elasticsearch,Pandas,Git,Linux"
Senior Machine Learning Machine Learning Engineer,Zenith Health Tech,"Toronto, Canada",True,full_time,senior,143000.0,292000.0,USD,"Train, evaluate, and deploy production machine learning models and LLM agent workflows at scale.","- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/zenithhealthtech/218,naukri,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Git,LangChain,AWS,TensorFlow"
Site Reliability DevOps & Cloud Engineer,BluePulse AI,"Denver, CO",True,contract,mid,95000.0,205000.0,USD,"Ensure system reliability, low latency, and zero-downtime upgrades across multi-region cloud environments.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/bluepulseai/219,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Azure,Python,GCP,Prometheus"
DevOps DevOps & Cloud Engineer,Hyperion Analytics,"Seattle, WA",False,full_time,mid,95000.0,205000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/hyperionanalytics/220,linkedin,"AWS,Docker,Kubernetes,Terraform,Linux,Prometheus,Git,Python,CI/CD"
Junior Backend Engineer,BluePulse AI,"Bengaluru, India",False,internship,entry,68000.0,148000.0,USD,"We are seeking an engineer to build resilient, distributed backend services, design robust REST/gRPC APIs, and optimize database access.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/bluepulseai/221,glassdoor,"Python,FastAPI,PostgreSQL,Docker,Git,Linux,CI/CD"
Junior Frontend Engineer,Twilio,"Pune, India",False,full_time,entry,64000.0,140000.0,USD,"Develop modern, component-driven web applications using React, TypeScript, and modern CSS architecture.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/twilio/222,indeed,"React,TypeScript,JavaScript,Tailwind CSS,Git,Agile,GraphQL"
Senior Machine Learning Machine Learning Engineer,Lyft,"Boston, MA",False,full_time,senior,143000.0,292000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/lyft/223,linkedin,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,Docker,AWS"
Senior Full Stack Full Stack Developer,Cloudflare,"London, UK",False,full_time,senior,117000.0,247000.0,USD,"Design scalable web systems, implement secure authentication, and optimize full-stack responsiveness.","- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/cloudflare/224,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,AWS,Tailwind CSS,Node.js"
Senior QA Automation QA Automation Engineer,Vanguard Digital,"Austin, TX",True,full_time,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/vanguarddigital/225,glassdoor,"Python,Pytest,Selenium,Git,CI/CD,Cypress,Bash,Linux,Docker"
Senior DevOps DevOps & Cloud Engineer,GitHub,"Seattle, WA",False,full_time,senior,124000.0,266000.0,USD,"Maintain infrastructure as code with Terraform, containerize services with Docker, and configure Prometheus/Grafana monitoring.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/github/226,naukri,"AWS,Docker,Kubernetes,Terraform,Linux,Azure,Ansible,CI/CD,Python"
Full Stack Full Stack Developer,Cloudflare,"Berlin, Germany",False,internship,mid,90000.0,190000.0,USD,Looking for a full stack engineer comfortable working from React client-side workflows to backend APIs and relational databases.,"- Proficient in Python
- Proficient in React
- Proficient in TypeScript
- Proficient in PostgreSQL
- Proficient in Git",https://jobs.example.com/cloudflare/227,glassdoor,"Python,React,TypeScript,PostgreSQL,Git,Redis,Django,FastAPI"
Software Test QA Automation Engineer,Vanguard Digital,"Hyderabad, India",True,full_time,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/vanguarddigital/228,synthetic,"Python,Pytest,Selenium,Git,CI/CD,Docker,Linux,Cypress"
Lead Frontend Engineer,Atlassian,"Austin, TX",True,full_time,lead,124000.0,271000.0,USD,"You will optimize client-side rendering performance, integrate GraphQL/REST endpoints, and build reusable UI components.","- Proficient in React
- Proficient in TypeScript
- Proficient in JavaScript
- Proficient in Tailwind CSS
- Proficient in Git",https://jobs.example.com/atlassian/229,naukri,"React,TypeScript,JavaScript,Tailwind CSS,Git,Jest,Vue.js,REST API,GraphQL"
Mid-Level Backend Engineer,Snowflake,"Seattle, WA",False,full_time,mid,85000.0,185000.0,USD,"You will architect and maintain scalable server-side systems, collaborate with cross-functional teams, and write clean, tested code.","- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/snowflake/230,glassdoor,"Python,FastAPI,PostgreSQL,Docker,Git,Microservices,Redis"
Mid-Level Backend Engineer,FinEdge Capital,"Hyderabad, India",False,contract,mid,85000.0,185000.0,USD,Join our core services team building high-throughput microservices handling millions of API requests daily with high availability.,"- Proficient in Python
- Proficient in FastAPI
- Proficient in PostgreSQL
- Proficient in Docker
- Proficient in Git",https://jobs.example.com/finedgecapital/231,synthetic,"Python,FastAPI,PostgreSQL,Docker,Git,CI/CD,Pytest"
Data Data Engineer,Cloudflare,"Denver, CO",False,internship,mid,95000.0,195000.0,USD,"Design, construct, and manage scalable data pipelines, ETL workflows, and lakehouse storage layers.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/cloudflare/232,synthetic,"Python,SQL,PostgreSQL,Kafka,Docker,AWS,Git"
QA QA Automation Engineer,Uber,"Los Angeles, CA",False,internship,senior,98000.0,202000.0,USD,"Ensure platform reliability through end-to-end integration, API contracts, and browser automation suites.","- Proficient in Python
- Proficient in Pytest
- Proficient in Selenium
- Proficient in Git
- Proficient in CI/CD",https://jobs.example.com/uber/233,linkedin,"Python,Pytest,Selenium,Git,CI/CD,Cypress,REST API,Linux,Jest"
Senior DevOps DevOps & Cloud Engineer,Vercel,"Los Angeles, CA",False,contract,senior,124000.0,266000.0,USD,"Build automated CI/CD deployment pipelines, manage Kubernetes infrastructure, and enforce cloud security posture.","- Proficient in AWS
- Proficient in Docker
- Proficient in Kubernetes
- Proficient in Terraform
- Proficient in Linux",https://jobs.example.com/vercel/234,indeed,"AWS,Docker,Kubernetes,Terraform,Linux,Python,Git"
AI/ML Machine Learning Engineer,OmniScale Networks,"Chicago, IL",True,full_time,mid,110000.0,225000.0,USD,Bridge research and production: transform experimental prototypes into low-latency inference APIs.,"- Proficient in Python
- Proficient in Machine Learning
- Proficient in PyTorch
- Proficient in Pandas
- Proficient in Scikit-Learn",https://jobs.example.com/omniscalenetworks/235,glassdoor,"Python,Machine Learning,PyTorch,Pandas,Scikit-Learn,NLP,Docker,LangChain,AWS"
Lead Data Data Engineer,BluePulse AI,"London, UK",True,full_time,lead,147000.0,302000.0,USD,"Optimize streaming and batch data architectures for downstream analytics, dashboards, and ML models.","- Proficient in Python
- Proficient in SQL
- Proficient in PostgreSQL
- Proficient in Kafka
- Proficient in Docker",https://jobs.example.com/bluepulseai/236,linkedin,"Python,SQL,PostgreSQL,Kafka,Docker,Snowflake,Redis,AWS,Linux"
